,Entry_Datetime,ATM_Strike,Days_to_Expiry,CE_Symbol,CE_Entry_Price,CE_Exit_Price,CE_Exit_Datetime,PE_Symbol,PE_Entry_Price,PE_Exit_Price,PE_Exit_Datetime,PnL
165,2019-09-25 09:20:00,29900,1,29900_CE,269.85,78.2,2019-09-25 14:30:00,29900_PE,277.75,371.2,2019-09-25 13:32:00,98.20000000000005
166,2019-09-26 09:20:00,29800,0,29800_CE,141.0,204.95,2019-09-26 09:32:00,29800_PE,153.7,14.65,2019-09-26 14:30:00,75.1
167,2019-10-01 09:20:00,29600,2,29600_CE,251.15,43.8,2019-10-01 14:30:00,29600_PE,315.7,462.75,2019-10-01 09:46:00,60.30000000000001
168,2019-10-03 09:20:00,28500,0,28500_CE,168.3,264.9,2019-10-03 09:27:00,28500_PE,323.6,123.4,2019-10-03 14:30:00,103.60000000000005
169,2019-10-04 09:20:00,28800,6,28800_CE,471.65,121.35,2019-10-04 14:30:00,28800_PE,540.9,730.05,2019-10-04 11:47:00,161.14999999999998
170,2019-10-07 09:20:00,27700,3,27700_CE,385.0,512.15,2019-10-07 09:42:00,27700_PE,423.65,237.15,2019-10-07 14:30:00,59.349999999999994
171,2019-10-09 09:20:00,27900,1,27900_CE,236.35,310.6,2019-10-09 09:22:00,27900_PE,318.8,28.65,2019-10-09 14:30:00,215.9
172,2019-10-10 09:20:00,28600,0,28600_CE,145.35,1.4,2019-10-10 14:30:00,28600_PE,214.45,293.95,2019-10-10 09:27:00,64.44999999999999
173,2019-10-11 09:20:00,28500,6,28500_CE,422.2,316.15,2019-10-11 14:30:00,28500_PE,494.95,669.15,2019-10-11 10:36:00,-68.14999999999998
174,2019-10-14 09:20:00,28400,3,28400_CE,400.0,463.75,2019-10-14 14:30:00,28400_PE,497.95,319.05,2019-10-14 14:30:00,115.14999999999998
175,2019-10-15 09:20:00,28400,2,28400_CE,324.8,439.9,2019-10-15 14:19:00,28400_PE,397.0,187.15,2019-10-15 14:30:00,94.75000000000003
176,2019-10-16 09:20:00,28700,1,28700_CE,230.0,102.4,2019-10-16 14:30:00,28700_PE,302.9,396.5,2019-10-16 13:11:00,33.99999999999997
177,2019-10-17 09:20:00,28700,0,28700_CE,129.55,172.0,2019-10-17 13:00:00,28700_PE,181.65,242.45,2019-10-17 09:47:00,-103.24999999999997
178,2019-10-18 09:20:00,28900,6,28900_CE,380.25,505.8,2019-10-18 09:32:00,28900_PE,392.05,276.8,2019-10-18 14:30:00,-10.300000000000011
179,2019-10-22 09:20:00,29300,2,29300_CE,326.1,424.8,2019-10-22 11:41:00,29300_PE,379.75,194.25,2019-10-22 14:30:00,86.80000000000001
180,2019-10-23 09:20:00,29400,1,29400_CE,250.05,326.7,2019-10-23 11:05:00,29400_PE,270.6,358.6,2019-10-23 09:33:00,-164.64999999999998
181,2019-10-24 09:20:00,29700,0,29700_CE,141.2,1.05,2019-10-24 14:30:00,29700_PE,168.0,273.9,2019-10-24 09:59:00,34.25
182,2019-10-25 09:20:00,29100,6,29100_CE,379.95,379.65,2019-10-25 14:30:00,29100_PE,345.0,225.2,2019-10-25 14:30:00,120.10000000000002
183,2019-10-27 09:20:00,29400,4,29400_CE,285.0,285.0,2019-10-27 14:30:00,29400_PE,248.1,248.1,2019-10-27 14:30:00,0.0
184,2019-10-29 09:20:00,29400,2,29400_CE,261.9,348.65,2019-10-29 09:23:00,29400_PE,236.85,64.1,2019-10-29 14:30:00,86.0
185,2019-10-30 09:20:00,30000,1,30000_CE,229.6,171.25,2019-10-30 14:30:00,30000_PE,202.0,315.55,2019-10-30 09:34:00,-55.20000000000002
186,2019-10-31 09:20:00,30100,0,30100_CE,161.8,215.85,2019-10-31 09:29:00,30100_PE,126.95,2.8,2019-10-31 14:30:00,70.10000000000002
187,2019-11-01 09:20:00,30200,6,30200_CE,299.7,298.5,2019-11-01 14:30:00,30200_PE,412.05,338.45,2019-11-01 14:30:00,74.80000000000001
188,2019-11-04 09:20:00,30600,3,30600_CE,229.1,177.1,2019-11-04 14:30:00,30600_PE,330.45,455.6,2019-11-04 11:49:00,-73.15000000000003
189,2019-11-05 09:20:00,30400,2,30400_CE,229.55,129.2,2019-11-05 14:30:00,30400_PE,304.65,408.1,2019-11-05 13:17:00,-3.1000000000000227
190,2019-11-06 09:20:00,30100,1,30100_CE,177.95,234.25,2019-11-06 11:36:00,30100_PE,210.0,30.5,2019-11-06 14:30:00,123.19999999999999
191,2019-11-07 09:20:00,30800,0,30800_CE,95.05,19.3,2019-11-07 14:30:00,30800_PE,167.0,241.35,2019-11-07 09:50:00,1.4000000000000057
192,2019-11-08 09:20:00,30500,6,30500_CE,308.8,405.0,2019-11-08 09:58:00,30500_PE,338.8,163.35,2019-11-08 14:30:00,79.25000000000003
193,2019-11-11 09:20:00,30700,3,30700_CE,259.0,340.6,2019-11-11 09:27:00,30700_PE,291.55,171.05,2019-11-11 14:30:00,38.89999999999998
194,2019-11-13 09:20:00,31100,1,31100_CE,215.0,65.2,2019-11-13 14:30:00,31100_PE,230.7,300.5,2019-11-13 10:36:00,80.0
195,2019-11-14 09:20:00,30600,0,30600_CE,102.2,136.3,2019-11-14 10:56:00,30600_PE,140.6,184.35,2019-11-14 09:22:00,-77.85000000000001
196,2019-11-15 09:20:00,30900,6,30900_CE,306.45,405.95,2019-11-15 10:14:00,30900_PE,312.15,213.4,2019-11-15 14:30:00,-0.7500000000000284
197,2019-11-18 09:20:00,31100,3,31100_CE,278.8,208.95,2019-11-18 14:30:00,31100_PE,288.55,376.2,2019-11-18 11:31:00,-17.799999999999955
198,2019-11-19 09:20:00,31100,2,31100_CE,225.1,312.6,2019-11-19 11:36:00,31100_PE,293.05,162.1,2019-11-19 14:30:00,43.44999999999999
199,2019-11-20 09:20:00,31300,1,31300_CE,178.3,125.0,2019-11-20 14:30:00,31300_PE,220.35,186.25,2019-11-20 14:30:00,87.4
200,2019-11-22 09:20:00,31300,6,31300_CE,283.85,178.7,2019-11-22 14:30:00,31300_PE,282.4,369.55,2019-11-22 13:06:00,18.0
201,2019-11-25 09:20:00,31200,3,31200_CE,202.0,264.7,2019-11-25 10:42:00,31200_PE,248.05,80.95,2019-11-25 14:30:00,104.40000000000003
202,2019-11-26 09:20:00,31700,2,31700_CE,183.85,136.5,2019-11-26 14:30:00,31700_PE,196.5,258.0,2019-11-26 10:43:00,-14.150000000000006
203,2019-11-27 09:20:00,31800,1,31800_CE,158.0,153.75,2019-11-27 14:30:00,31800_PE,162.25,111.25,2019-11-27 14:30:00,55.25
204,2019-11-28 09:20:00,31900,0,31900_CE,107.4,158.0,2019-11-28 09:57:00,31900_PE,89.2,12.65,2019-11-28 14:30:00,25.950000000000003
205,2019-11-29 09:20:00,32200,6,32200_CE,218.0,218.0,2019-11-29 14:30:00,32200_PE,321.05,321.05,2019-11-29 14:30:00,0.0
206,2019-12-02 09:20:00,31900,3,31900_CE,215.4,174.3,2019-12-02 14:30:00,31900_PE,256.3,246.2,2019-12-02 14:30:00,51.20000000000002
207,2019-12-03 09:20:00,31900,2,31900_CE,153.65,62.8,2019-12-03 14:30:00,31900_PE,246.45,322.8,2019-12-03 11:21:00,14.499999999999986
208,2019-12-04 09:20:00,31600,1,31600_CE,117.55,160.05,2019-12-04 09:44:00,31600_PE,203.9,98.05,2019-12-04 14:30:00,63.349999999999994
209,2019-12-05 09:20:00,32100,0,32100_CE,88.65,121.65,2019-12-05 11:42:00,32100_PE,172.5,313.75,2019-12-05 11:47:00,-174.25
210,2019-12-06 09:20:00,31900,6,31900_CE,212.05,85.8,2019-12-06 14:30:00,31900_PE,310.2,408.15,2019-12-06 11:30:00,28.300000000000026
211,2019-12-09 09:20:00,31300,3,31300_CE,197.7,276.05,2019-12-09 09:41:00,31300_PE,286.75,205.9,2019-12-09 14:30:00,2.4999999999999716
212,2019-12-10 09:20:00,31400,2,31400_CE,193.95,123.05,2019-12-10 14:30:00,31400_PE,229.85,304.2,2019-12-10 14:23:00,-3.450000000000003
213,2019-12-11 09:20:00,31300,1,31300_CE,134.35,178.45,2019-12-11 10:12:00,31300_PE,227.8,304.95,2019-12-11 14:28:00,-121.24999999999997
214,2019-12-12 09:20:00,31400,0,31400_CE,98.9,132.35,2019-12-12 14:03:00,31400_PE,104.65,4.6,2019-12-12 14:30:00,66.60000000000002
215,2019-12-13 09:20:00,31900,6,31900_CE,225.0,293.9,2019-12-13 12:15:00,31900_PE,266.6,199.4,2019-12-13 14:30:00,-1.6999999999999602
216,2019-12-16 09:20:00,32100,3,32100_CE,239.9,170.2,2019-12-16 14:30:00,32100_PE,237.8,312.4,2019-12-16 12:14:00,-4.899999999999949
217,2019-12-17 09:20:00,32100,2,32100_CE,168.45,236.6,2019-12-17 09:51:00,32100_PE,216.95,138.0,2019-12-17 14:30:00,10.799999999999983
218,2019-12-18 09:20:00,32200,1,32200_CE,151.45,125.6,2019-12-18 14:30:00,32200_PE,159.25,211.0,2019-12-18 10:02:00,-25.900000000000006
219,2019-12-19 09:20:00,32200,0,32200_CE,62.05,86.05,2019-12-19 11:01:00,32200_PE,123.85,18.7,2019-12-19 14:30:00,81.14999999999999
220,2019-12-20 09:20:00,32300,6,32300_CE,209.95,267.9,2019-12-20 14:30:00,32300_PE,250.0,166.7,2019-12-20 14:30:00,25.350000000000023
221,2019-12-23 09:20:00,32300,3,32300_CE,182.95,139.1,2019-12-23 14:30:00,32300_PE,185.65,176.65,2019-12-23 14:30:00,52.849999999999994
222,2019-12-24 09:20:00,32300,2,32300_CE,144.55,135.0,2019-12-24 14:30:00,32300_PE,112.75,77.0,2019-12-24 14:30:00,45.30000000000001
223,2019-12-26 09:20:00,32300,0,32300_CE,49.55,1.15,2019-12-26 14:30:00,32300_PE,92.0,121.65,2019-12-26 11:16:00,18.749999999999993
